ALMIRA NO.1,,,,,,
,MNX 50 CONTACTOR,AC1 85A,MNX50,7 ALMIRA / 3 RACK,2,
C&S,DOWEL PIN D/O GEAR OF 1600A ACB,1600A,ACB ACCESSORIES CSSPGDLPN013,7 ALMIRA / 3 RACK,97,
C&S,MANUAL CHARGING HANDLE,MCLHND-6D-16D,AH06D-16D/08N-20S (AHA),7 ALMIRA / 3 RACK,5,
C&S,MANUAL CHARGING HANDLE,MCLHND-20D-40D,AH20D-40D/30S-40S (AHA),7 ALMIRA / 3 RACK,5,
C&S,KEY LOCK ( ONE LOCK + ONE KEY ) FOR 20D-40D/25-40S/C-60C,,ACB ACCESSORIES AKI-2D,7 ALMIRA / 3 RACK,,
C&S,DOWEL PIN OF D/O GEAR OF 3200A ACB,3200A,ACB ACCESSORIES CSSPGDLPN017,7 ALMIRA / 3 RACK,97,
C&S,MICRO SWITCH,,ACB ACCESSORIES MICROSW,7 ALMIRA / 3 RACK,1,
SCHNEIDER,CONTACTOR 50A,70A / 220V,LC1E50M7,7 ALMIRA / 3 RACK,6,
,THERMAL OVERLOAD RELAY 65-105A,65-105A,,7 ALMIRA / 3 RACK,,
C&S,DOWEL PIN FOR CAM FOR 1600A ACB,1600A,ACB ACCESSORIE DPCAM,7 ALMIRA / 3 RACK,91,
,THERMAL OVERLOAD RELAY 100-160A,100-160A,,7 ALMIRA / 3 RACK,,
,THERMAL OVERLOAD RELAY 125-200A,125-200A,,7 ALMIRA / 3 RACK,,
( L&T ) LAURITZ KNUDSEN,POWER CONTACTOR ADD ON BLOCK SET 50A A,50A / 240V AC,CONTACTOR & ADD ON BLOCK SET,7 ALMIRA / 3 RACK,,
,CHARGING LATCH 20-40D,,CSM1200,7 ALMIRA / 4 RACK,10,
,CONTACTOR 500A,500A / COIL VOLTAGE 110V,,7 ALMIRA / 4 RACK,,
,CONTACTOR 330A,330A / COIL VOLTAGE 110V,,7 ALMIRA 4 RACK,,
C&S,ANTI PUMPING RELAY 2500A,2500A,ACB ACCESSORIES CS-ANTPUMPRLY-220MD,7 ALMIRA / 4 RACK,21,
,CONTACTOR 630A,630A / COIL VOLTAGE 110V,,7 ALMIRA / 4 RACK,,
C&S,CLOSING LATCH 20-40D,,ACB ACCESSORIES CSM1200,7 ALMIRA / 4 RACK,,
C&S,CLOSING COIL ( AH-06D-16D )&( AHA-06N-20S ) 220V DC,220V DC,ACB ACCESSORIES CS-AVH-C-116MD,7 ALMIRA / 5 RACK,,
C&S,AUXILIARY SWITCH 7 NO+7 NC 2000A-4000A,2000A-4000A,ACB ACCESSORIES CS-AXH-7A7B-220,7 ALMIRA / 5 RACK,6,
C&S,MCCB CD100NFMU100A3P,100A 3P,CD100NFMU100A3P,7 ALMIRA / 5 RACK,5,
C&S,"MAGNET HOLD TRIGGER 20D-25D/25N-30N,3P","20D-25D/25N-30S,3P",ACB ACCESSORIES CS-MHT-20D-25D3P,7 ALMIRA / 5 RACK,10,
C&S,AUXILIARY SWITCH 14 WAY (7NO+7NC) 6D-16D/08N-20S(AHA),,ACB ACCESSORIES CS-AXH-7A7B-1,7 ALMIRA / 5 RACK,2,
,,,,,,
ALMIRA NO.8,,,,,,
MAKE,MATERIAL DISCRIPTION,TYPE (RATING),SIZE,LOCATION,TOTAL NO,
,NL FUSE HOLDER 20A,20A,,8 ALMIRA / 1 RACK,,
H,HRC FUSE HOLDER 20A,20A,,8 ALMIRA / 1 RACK,,
,HRC FUSE HOLDER TYPE FHB 32A,TYPE FHB 32A,,8 ALMIRA / 1 RACK,,
,HRC FUSE HOLDER 63A,63A,,8 ALMIRA / 1 RACK,,
TC,THERMAL OVER LOAD RELAY,57.0-66.8A,LR1D63361,8 ALMIRA / 1 RACK,13,
TC,THERMAL OVER LOAD RELAY,63.8-18.0A,LR1D80363,8 ALMIRA / 1 RACK,7,
TC,THERMAL OVER LOAD RELAY,48.0-57.0A,LR1D63659,8 ALMIRA / 1 RACK,,
TC,CONTACTOR,9A / 415V,TC1D0910F5,8 ALMIRA / 1 RACK,10,
TC,THERMAL OVER LOAD RELAY,30.0-40.0A,LR1D40355,8 ALMIRA / 1 RACK,13,
TC,THERMAL OVER LOAD RELAY,38.0-50.0A,LR1D63357,8 ALMIRA / 1 RACK,1,
TC,THERMAL OVER LOAD RELAY,57.0-66.0A,LR1D63361,8 ALMIRA / 1 RACK,,
TC,CONTROL RELAY,COIL VOLTAGE 110V / 50Hz,TCA2DN31F5,8 ALMIRA / 1 RACK,9,
TC,THERMAL OVER LOAD RELAY,48-65A,TR2D65359,8 ALMIRA / 1 RACK,3,
TC,THERMAL OVER LOAD RELAY,37-50A,TR2D65357,8 ALMIRA / 1 RACK,5,
TC,THERMAL OVER LOAD RELAY,48.0-57.0A,LR1D63359,8 ALMIRA / 1 RACK,1,
( L&T ) LAURIZE KNUDSEN,"POWER CONTACTOR ( 9A,3P )",COIL VOLTAGE 240V AC,MNX9,8 ALMIRA / 1 RACK,27,
( L&T ) LAURIZE KNUDSEN,FRONT ADD ON BLOCK 2NO+2NC,,FRAOB22E,8 ALMIRA / 1 RACK,27,
TC,THERMAL OVER LOAD RELAY,57.0-66.0A,LR1D63361,8 ALMIRA / 1 RACK,,
TC,CONTROL RELAY,COIL VOLTAGE 415V / 50Hz,CA2DN1229N,8 ALMIRA / 2 RACK,15,
TC,CONTROL RELAY,COIL VOLTAGE 240V / 50Hz,CA2DN1319U,8 ALMIRA / 2 RACK,3,
C&S,EARTH FAULT PROTECTOR,5A 250V AC,CSEFP1.0,8 ALMIRA / 2 RACK,1,
TC,CONTROL RELAY,COIL VOLTAGE 110V / 50Hz,CA2DN140 F,8 ALMIRA / 2 RACK,11,
TC,CONTROL RELAY,32A / 110 V,LC1D323F,8 ALMIRA / 2 RACK,,
TC,CONTACTOR,16A / 415V,LC1D173F,8 ALMIRA / 2 RACK,,
,CRC,CRC,,8 ALMIRA / 2 RACK,,
TC,MOUNTING KIT,,LA7D4054,8 ALMIRA / 2 RACK,33,
TC,MOUNTING KIT,,LA7D0964,8 ALMIRA / 2 RACK,5,
TC,CONTROL RELAY,220V DC,TCA3DN22 MD,8 ALMIRA / 2 RACK,6,
TC,CONTROL RELAY,220V DC,TCA3DN31 MD,8 ALMIRA / 2 RACK,2,
TC,CONTACTOR,COIL VOLTAGE 240V / 32A / 415V,TC1D3210 U5,8 ALMIRA / 2 RACK,4,
TC,CONTROL RELAY,240V / 50Hz,TCA2DN22 U5,8 ALMIRA / 2 RACK,6,
TC,CONTROL RELAY,110V / 50Hz,TCA2DN22 F5,8 ALMIRA / 2 RACK,12,
TC,CONTROL RELAY,COIL VOLTAGE 110V / 50Hz,TCA2DN31 F5,8 ALMIRA / 2 RACK,5,
TC,CONTROL RELAY,110V / 50Hz,TCA2DN40 F5,8 ALMIRA / 2 RACK,5,
C&S,CHARGING HOOK 630-1600A D& FIXED B TYPE ACB,630-1600A,ACB ACCESSORIES CHOOK-16-B,8 ALMIRA / 2 RACK,,
TC,CONTACTOR,COIL VOLTAGE 415V 32A/15KW,LC1D323U,8 ALMIRA / 2 RACK,3,
TC,CONTACTOR,COIL VOLTAGE 110V / 32A / 415V,LC1D323F,8 ALMIRA / 2 RACK,5,
TC,CONTACTOR,COIL VOLTAGE 415V 32A / 415V,LC1D323N,8 ALMIRA / 2 RACK,8,
TC,CONTACTOR,COIL VOLTAGE 110V / 16A / 415V,LC1D173F,8 ALMIRA / 2 RACK,,
TC,CONTROL RELAY,COIL VOLTAGE 240V / 16A / 415V,CA2DN1229,8 ALMIRA / 2 RACK,,
TC,CONTROL RELAY,220V / Hz,TCA2DN40 M5,8 ALMIRA / 3 RACK,10,
TC,THERMAL OVERLOAD RELAY,4.0-6.0A,LR1D09310,8 ALMIRA / 3 RACK,6,
,START STOP PUSH BUTTON,,,8 ALMIRA / 3 RACK,,
TC,CONTROL RELAY,200V / 50 Hz,TCA2DN31 M5,8 ALMIRA / 3 RACK,20,
RICH,CURRENT & VOLTAGE TRANSDUCER,"1A, 4-20MA, 60-300V AC/DC",TRND0036,8 ALMIRA / 3 RACK,20,
TC,MAIN CONTACT SET,LC1FDP400A,LA5F400803 ( F400 ),8 ALMIRA / 3 RACK,2,
TC,F-RANGE COIL 110V,110V,LX1FG110,8 ALMIRA / 3 RACK,2,
TC,F-RANGE COIL 110V,110V,LX1FF110,8 ALMIRA / 3 RACK,1,
L&T SWITCHGEAR,MX022E 2 NO+2 NC,COIL VOLTAGE 24V / 415V,CS94020G000,8 ALMIRA / 3 RACK,2,
TC,ADD ON BLOCK,,LA1D22,8 ALMIRA / 3 RACK,40,
TC,ADD ON BLOCK,10A,TA1DN31,8 ALMIRA / 3 RACK,2,
TC,ADD ON BLOCK,,TA1DN22,8 ALMIRA / 3 RACK,35,
TC,TIME DELAY BLOCK,0.1-30 SEC,TA2DT2,8 ALMIRA / 3 RACK,15,
TC,CONTROL RELAY,,TCA2M31F,8 ALMIRA / 3 RACK,,
TC,ADD ON BLOCK,,TA1DN40,8 ALMIRA / 3 RACK,15,
TC,ADD ON BLOCK,,TA1DN04,8 ALMIRA / 3 RACK,18,
TC,ADD ON BLOCK,F220516,TA1M,8 ALMIRA / 3 RACK,10,
TC,ADD ON BLOCK,,LA1D22,8 ALMIRA / 4 RACK,07/07/2025 ( 60NOS BHEL RAJNISH SIR 26/07/2025 ),
TC,THERMAL OVER LOAD RELAY,1.0-1.6A,LR1D09306,8 ALMIRA / 4 RACK,13,
TC,THERMAL OVER LOAD RELAY,10.0-13.0A,LR1D12316,8 ALMIRA / 4 RACK,12,
TC,THERMAL OVER LOAD RELAY,1-1.6A,TR2D09306,8 ALMIRA / 4 RACK,5,
TC,THERMAL OVER LOAD RELAY,13.0-18.0A,LR1D16321,8 ALMIRA / 4 RACK,,
TC,THERMAL OVERLOAD RELAY,7.0-10.0A,LR1D09314,8 ALMIRA / 4 RACK,11,
TC,THERMAL OVER LOAD RELAY,0.63-1.0A,LR1D09305,8 ALMIRA / 4 RACK,12,
TC,THERMAL OVERLOAD RELAY,17-25A,TR2D25322,8 ALMIRA / 4 RACK,14,
TC,THERMAL OVERLOAD RELAY,5.5-8A,TR2D09312,8 ALMIRA / 4 RACK,6,
TC,THERMAL OVER LOAD RELAY,0.40-0.63A,LR1D09304,8 ALMIRA / 4 RACK,6,
TC,THERMAL OVER LOAD RELAY,28.0-40.0A,LR1D32355,8 ALMIRA / 4 RACK,6,
TC,THERMAL OVER LOAD RELAY,18.0-25.0A,LR1D25322,8 ALMIRA / 4 RACK,9,
TC,THERMAL OVERLOAD RELAY,0.25-0.40A,LR1D09303,8 ALMIRA / 4 RACK,10,
TC,TOP HOUSING ( D ),17A,,8 ALMIRA / 4 RACK,,
TC,THERMAL OVERLOAD RELAY,5.5-8.0A,LR1D09312,8 ALMIRA / 4 RACK,3,
TC,THERMAL OVER LOAD RELAY,12-18A,TR2D18321,8 ALMIRA / 4 RACK,11,
TC,THERMAL OVER LOAD RELAY,18.0-25.0A,LR1D25322,8 ALMIRA / 4 RACK,,
TC,THERMAL OVER LOAD RELAY,2.5-4A,TR2D09308,8 ALMIRA / 4 RACK,8,
TC,THERMAL OVER LOAD RELAY,2.5-4.0A,LR1D09308,8 ALMIRA / 4 RACK,17,
TC,THERMAL OVER LOAD RELAY,23-32A,TR2D32353,8 ALMIRA / 4 RACK,3,
TC,THERMAL OVER LOAD RELAY,1A-1.6,LR1D09306,8 ALMIRA / 4 RACK,,
C&S,POSITION INDICATION SWITCH FOR ACB ( AH 20D-40D ) ( AHA 25N 40S ),,ALB-IP-2,8 ALMIRA / 4 RACK,,
TC,TOP HOUSING ( D ),17A 1 NO,LA5D173,8 ALMIRA / 5 RACK,7,
TC,CONTROL RELAY,COLI VOLTAGE 110V / 50Hz,CA2DN1229F,8 ALMIRA / 5 RACK,10,
TC,CONTROL RELAY,COIL VOLTAGE 110V / 50HZ,CA2DN140 F,8 ALMIRA / 5 RACK,,
TC,MOUNTING KIT,,LA7D0964,8 ALMIRA / 5 RACK,10,
TC,CONTACTOR,COIL VOLTAGE 110V / 12A / 415 V,LC1D123F,8 ALMIRA / 5 RACK,9,
TC,CONTACTOR,COIL VOLTAGE 220V / 16A / 415V,LC1D173M,8 ALMIRA / 5 RACK,9,
TC,CONTACTOR,"COIL VOLTAGE 110V / 32A /15FW, 415V",TC1D3201F7,8 ALMIRA / 5 RACK,16,
TC,CONTROL RELAY,COIL VOLTAGE 110V / 50 Hz,TCA2DN22 F5,8 ALMIRA / 5 RACK,10,
TC,CONTACTOR,40A / 415V,LC1D403M,8 ALMIRA / 5 RACK,,
TC,CONTACTOR 16A,16A / 110V,,8 ALMIRA / 5 RACK,,
TC,CONTACTOR 32A,32A / COIL VOLTAGE 110V,,8 ALMIRA / 5 RACK,,
TC,CONTACTOR,"COIL VOLTAGE 110V, 25A /11KW, 415V",LC1D253F,8 ALMIRA / 5 RACK,8,
TC,CONTACTOR,COIL VOLTAGE 220V / 25A / 415V,LC1D253M,8 ALMIRA / 5 RACK,10,
SCHNEIDER,THERMAL OVER LOAD RELAY,0.8-1.2A,LR2K0306,8 ALMIRA / 5 RACK,5,
SCHNEIDER,THERMAL OVER LOAD RELAY,10-14A,LR2K0321,8 ALMIRA / 5 RACK,2,
SCHNEIDER,THERMAL OVER LOAD RELAY,5.5-8A,LR2K0314,8 ALMIRA / 5 RACK,2,
SCHNEIDER,THERMAL OVER LOAD RELAY,12-16A,LR2K0322,8 ALMIRA / 5 RACK,3,
SCHNEIDER,THERMAL OVER LOAD RELAY,0.23-0.36A,LR2K0303,8 ALMIRA / 5 RACK,4,
SCHNEIDER,THERMAL OVER LOAD RELAY,1.2-1.8A,LR2K0307,8 ALMIRA / 5 RACK,1,
SCHNEIDER,THERMAL OVER LOAD RELAY,0.36-0.54A,LR2K0304,8 ALMIRA / 5 RACK,3,
SCHNEIDER,THERMAL OVER LOAD RELAY,2.6-3.7A,LR2K0310,8 ALMIRA / 5 RACK,5,
SCHNEIDER,THERMAL OVER LOAD RELAY,1.8-2.6A,LR2K0308,8 ALMIRA / 5 RACK,4,
SCHNEIDER,THERMAL OVER LOAD RELAY,0.54-0.8A,LR2K0305,8 ALMIRA / 5 RACK,6,
SCHNEIDER,THERMAL OVER LOAD RELAY,5-11.5A,LR2K0316,8 ALMIRA / 5 RACK,3,
SCHNEIDER,THERMAL OVER LOAD RELAY,3.7-5.5A,LR2K0312,8 ALMIRA / 5 RACK,3,
C&S,SWITCH DISCONNECTOR FUSE 250A,250A,,8 ALMIRA / 5 RACK / 9 ALMIRA / 5 RACK,,
C&S,SWITCH DISCONNECTOR FUSE 400A,400A,,8 ALMIRA / 5 RACK,,
C&S,SWITCH DISCONNECTOR FUSE 160A,160A,,8 ALMIRA / 5 RACK,,
,HRC FUSE HOLDER 32A,32A,,7/1 8/1,,
,CONTACTOR 115A,115A / COIL VOLTAGE 110V,,7/2 2/3,,
,,,,,,
,,,,,,
ALMIRA NO.9,,,,,,
MAKE,MATERIAL DISCRIPTION,TYPE (RATING),SIZE,LOCATION,TOTAL NO,
SONA,ALUMINIUN FALT LUG 630 mm (E-20),630 mm,E-20,9 ALMIRA / 1 RACK,253,
SONA,COPPER PIN LUG 1.5 mm,1.5 mm,,9 ALMIRA / 2 RACK,500,
SONA,COPPER PIN INSULATED LUG 1.5 mm ( SCPI- 177 ) RED,1.5 mm,SCPI-177,9 ALMIRA / 2 RACK,2140,
SONA,COPPER RING INSULATED 1.5 mm,1.5 mm,,9 ALMIRA / 2 RACK,4800,
SONA,COPPER PIN INSULATED 1.5 mm,1.5 mm,,9 ALMIRA / 2 RACK,2660,
SONA,COPPER INLINE ( 25 mm ),25 mm,,9 ALMIRA / 2 RACK,283,
SONA,ALUMINIUN INLINE ( 35 mm ),35 mm,,9 ALMIRA / 2 RACK,359,
SONA,ALUMINIUN INLINE ( 25 mm ),25 mm,,9 ALMIRA / 2 RACK,290,
SONA,COPPER INLINE ( 2.5 mm ),2.5 mm,,9 ALMIRA / 2 RACK,900,
SONA,COPPER FLAT ( 120 mm ) E- 16,120mm,E- 16,9 ALMIRA / 2 RACK,347,
SONA,ALUMINIUM INLINE (10 mm),10 mm,,9 ALMIRA / 2 RACK,232,
SONA,ALUMINIUN FLAT ( 120 mm ),120 mm,,9 ALMIRA / 2 RACK,495,
SONA,ALUMINIUN INLINE ( 16 mm ),16mm,,9 ALMIRA / 2 RACK,417,
SONA,COPPER RING (2.5 mm),2.5 mm,E - 8,9 ALMIRA / 2 RACK,400,
SONA,COPPER RING (2.5 mm),2.5 mm,E - 10,9 ALMIRA / 2 RACK,87,
SONA,COPPER RING ( 2.5 mm ),2.5 mm,E - 5,9 ALMIRA / 2 RACK,560,
SONA,COPPER RING ( 120 mm ) E -16,120 mm,E - 16,9 ALMIRA / 2 RACK,71,
SONA,COPPER RING ( 10 mm ),10 mm,E - 8,9 ALMIRA / 2 RACK,160,
SONA,COPPER RING ( 4.6 mm ),4.6 mm,,9 ALMIRA / 2 RACK,120,
SONA,COPPER PIN ( 6 mm ),6 mm,,9 ALMIRA / 2 RACK,0,
SONA,COPPER INLINE ( 10 mm ),10 mnm,,9 ALMIRA / 2 RACK,0,
SONA,COPPER PIN INSULATED ( 2.5 mm ),2.5 mm,,9 ALMIRA / 2 RACK,1050,
SONA,COPPER FLAT L/B ( 300 mm ) LUG,300 mm L/B,,9 ALMIRA / 4 RACK,50,
,ALUMINIUM INLINE (70 mm),70 mm,,9 ALMIRA / 4 RACK,20,
SONA,ALUMINIUN FLAT ( 400 mm ) LUG,400 mm,,9 ALMIRA / 5 RACK,6,
,ALUMINIUM INLINE (50 mm),50 mm,,9 ALMIRA / 4 RACK,33,
SONA,COPPER FLAT L/B ( 150 mm ) LUG,150 mm,,9 ALMIRA / 4 RACK,300,
,ALUMINIUM FLAT (35 mm),35 mm,E-6,9 ALMIRA / 4 RACK,300,
,ALUMINIUM FLAT (35 mm),35 mm,E-8,9 ALMIRA / 4 RACK,400,
,ALUMINIUM FLAT (35 mm),35 mm,E-10,9 ALMIRA / 4 RACK,85,
SONA,ALUMINIUN FLAT ( 150 mm ) LUG,150mm,,9 ALMIRA / 4 RACK,294,
SONA,ALUMINIUN FLAT L/B ( 95 mm ) LUG,95 mm,E-12,9 ALMIRA / 4 RACK,99,
SONA,COPPER FLAT ( 120 mm ) LUG,120mm,E-16,9 ALMIRA / 4 RACK,0,
SONA,COPPER INLINE ( 150 mm ) LUG,150mm,,9 ALMIRA / 4 RACK,25,
SONA,COPPER FLAT L/B 150mm LUG,150mm,,9 ALMIRA / 4 RACK,0,
SONA,ALUMINIUN FLAT ( 630 mm ) LUG,630 mm,E-20,9 ALMIRA / 5 RACK,30,
SONA,COPPER FLAT ( 50 mm ) LUG,50mm,,9 ALMIRA / 5 RACK,0,
SONA,COPPER FLAT ( 630 mm ) LUG,630mm,E-20,9 ALMIRA / 5 RACK,4,
SONA,ALUMINIUN FLAT ( 240 mm ) LUG,240mm,,9 ALMIRA / 5 RACK,143,
SONA,ALUMINIUN FLAT ( 300 mm ) LUG,300mm,,9 ALMIRA / 5 RACK,34,
SONA,ALUMINIUN FLAT ( 185 mm ) LUG,185mm,,9 ALMIRA / 5 RACK,11,
SONA,ALUMINIUN FLAT ( 50 mm ) LUG,50mm,,9 ALMIRA / 5 RACK,0,
SONA,ALUMINIUN + COPPER 1.5 TO 4.5 PIN TYPE + U TYPE + RING TYPE LUG,1.5 TO 4.5,,9 ALMIRA / 5 RACK,10,
,COPPER PIN ( 16 mm ),16 mm,,9 ALMIRA / 3 RACK,609,
SONA,COPPER RING ( INS ) 2.5 mm,2.5 mm,INS,9 ALMIRA / 3 RACK,86,
SONA,COPPER RING ( 35 mm ),35 mm,E-8,9 ALMIRA / 3 RACK,359,
SONA,COPPER INLINE 70 mm,70 mm,,9 ALMIRA / 3 RACK,91,
SONA,COPPER INLINE 10 mm,10 mm,,9 ALMIRA / 3 RACK,356,
SONA,COPPER RING 95 mm,95mm,,9 ALMIRA / 3 RACK,36,
SONA,ALUMINIUM FLAT 70 mm,70 mm,,9 ALMIRA / 3 RACK,39,
SONA,ALUMINIUM FLAT 50 mm,50 mm,E-10,9 ALMIRA / 3 RACK,463,
SONA,ALUMINIUM FLAT 50 mm,50 mm,E-8,9 ALMIRA / 3 RACK,522,
SONA,ALUMINIUM FLAT 120 mm,120 mm,,9 ALMIRA / 3 RACK,37,
SONA,ALUMINIUM FLAT 70 mm,70 mm,E-10,9 ALMIRA / 3 RACK,648,
,,,,,,
STORE ROOM NO.1,,,,,,
MAKE,MATERIAL DISCRIPTION,TYPE (RATING),SIZE,LOCATION,TOTAL NO,
,SODIOM BULB ( 70W ),70W,,,520,
,SODIOM BULB ( 150W ),150W,,,0,
LEDGEAR,TUBELIGHT 10W / LAMP LED COOL DAY ( 10W ) ,10W,AE TL 08-12W,,598,
LEDURE,RETROFIT LED TUBE  18W,18W,LD/NTPC/M8225128718,,1200,
LEDGEAR,FITTING LIGHT LED  ( 2X18W ),18W,,,623,
,FITTING LIGHT LED  ( 18W ),18W,,,108,
,BATTEN LED ( 20W ),20W,,,0,
,WELL GLASS ( 70W ) ,70W,,,0,
,STREET LIGHT ( 200W ) ,200W,,,14,
,FLAME PROOF HAND LAMP LED 15W ,15W,,,28,
,WELL GLASS ( 35W ) 230V,35W,,,0,
,WELL GLASS ( 35W ) 270V,35W,,,0,
,WELL GLASS ( 35W ) 260V,35W,,,0,
,HIGH-BAY LIGHT LED ( 70W ) ,70W,,,0,
,HIGH-BAY LIGHT LED ( 110 W ) ,110W,,,64,
,HIGH-BAY FITTING LED ( 140W ) ,140W,,,46,
,HIGH-BAY LIGHT LED ( 200W / 100-280V ),200W,,,0,
,FLOOD LED LIGHT ( 200W ) ,200W,,,12,
LEDGEAR ,FIXTURE LED LIGHTING FLAMEPROOF( 120W ) ,120W,,,26,
,FLOOD LED LIGHT ( 110W ) ,110W,,,25,
,FLOOD LIGHT(70W),70W,,,56,
,FLOOD LED ( 140W ),140W,,,49,
,STREET LED LIGHT ( 70W ) ,70W,,,213,
,DC LIGHT ,,,,12,
,TOP LIGHT LED / POST LAMP LED ( 45W ) ,45W,,,50,
,FLOOD LIGHT LED ( 500W ) ,500W,,,4,
,STREET LIGHT ( 40W ) ,40W,,,64,
,IGNITOR,,,,264,
,CAPACITOR ( 42.00 uF ) (400W),400W,,,25,
,CAPACITOR ( 12.50 uF )  (70W),70W,,,630,
,CAPACITOR ( 20 uF )  (150W),150W,,,0,
,CAPACITOR ( 33 uF )  (250W),250W,,,146,
,BALLAST HPSV ( 70W ) ,70W,,,890,
,BALLAST HPSV ( 150W ) ,150W,,,44,
,BALLAST HPSV ( 250W ) ,250W,,,81,
,BALLAST ( 400W ) ,400W,,,48,
,TUBELIGHT ( 28W ) ,28W,,,520,
,TIMER ( JAINSON TIME SWITCH ),,,,205,
,TUBELIGHT ( 14W ) ,14W,,,0,
,THREAD LED ( 12W ),12W,,,100,
,BULKHEAD LED (35W),35W,,,0,
,WALL MOUNTED FAN ,,,,3,
,LAMP LED COOL DAY ( 20W ) 100-300V ,20W,,,0,
,SELING FAN ,,,,20,
,DOL STATER 5HP,,,,,
,CABLE 2.5 mm ( COPPER ) ,2.5MM,,,,
,ALUMINIUN CABLE 2.5 mm ,2.5MM,,,580mtr,
,3 CORE ( 2.5 mm ) CABLE,2.5MM,,,200mtr,
KOLOR,SOCKET ( 6A ),6A,,,460,
KOLOR,SWITCH ( 6A ) ,6A,,,456,
,FLAME PROP JUNCTION BOX(SMALL),,,,80,
,FLAME PROP JUNCTION BOX(BIG),,,,,
,JB 4X4,,,,70,
,EXHAUST FAN + MOTOR SET,,,,4,
,,,,,,
,RC TOP(5 PIN),,,,82,
,RC TOP(3PIN),,,,65,
,HALOGEN LAMPS ( 500W ) ,,,,523,
,EXHAUST FAN(ORIENT),,,,4,
,DOWNLIGHT(18W),,,,22,
,TUBELIGHT LED(20W),,,,0,
,2.5 SQMM 1C ,,,,180M + LOOOSE CABLE IN ALMIRAH,
,EXHAUST FAN 380 MM,,,,4,
,LED BULB 9W PIN TYPE,,,,750,
,HIGH-BAY LIGHT LED ( 190W / 100-280V ),,,,72,
,ARK SHUIT,,,,25,
,FLOOD LIGHT LED (400W),,,,21,
,STREET LIGHT (200W),,,,41,
,ASTRONOMICAL TIMESWITCH,,,,150,
,COPPER WIRE 1.5 MM ,,,,794mtr,
,GANG BOX 6A 4 WAY,,,,230,
BAJAJ,EXHAUST FAN 450MM,,,,10,
TC,CONTACTOR ,580A / K3 / COIL VOLTAGE 110V,LC1FDP580A,,9,
WESTERN CABLEX,STAIGHT THROUGH JOINT-LT CABLE,"3.5C*150 SQMM, AL",,,48,
WESTERN CABLEX,STAIGHT THROUGH JOINT-LT CABLE,"3.5C*240 SQMM, AL",,,20,
PHILIPS,LED STRIP LIGHT ,28W,5mtr,,14,
BAJAJ ,LED LUMINAIRES FALSE CEILING LED LIGHT,36W,BZRSQL 36W GZ,,2,
LEDURE,2/2 FT FALSE CEILING LED LIGHT,30W,LCS-30 16718,,25,
VIKCHEM,CABLE JOINTING KIT ( HEAT SHRINK - STJ JOINT ),185 SQMM,,,49,
,MOTOR STARTER 40HP ( STAR DELTA),80-90A,,,2,
M-CORE,OPTICAL FIBRE,,2000mtr,,1,
,HEATER ROD,,,,2,
AKG,PVC CABLE DUCT ( CASING AND CAPPING ),32*16 MM,,,19,
LHP,INDUCTION MOTOR ,7.5 HP 5.5 KW,7.5CF13255.C.S4,,1,
CG POWER AND INDUSTRIAL SOLUTION LTD,3 PHASE INDUCTION MOTOR ,0.75 HP 0.55 KW,,,2,
LHP,3 PHASE INDUCTION MOTOR ,0.25 HP 0.18 KW,,,1,
,EXHAUST FAN,900MM 1200W,,,1,
SIEMENS,AIR BREAK (POWER) CONTACTOR,205A,,,1,
,LIMIT SWITCH ,500VAC,,,2,
,TRANSFORMER,3KVA/415V,,,1,
,CURRENT TRANSFORMER ,100/1A,,,3,
ENERTEX,LEAD ACID BATTERY ,12V 200Ah,,,1,
EXIDE,LEAD ACID BATTERY,12.55V,CL53,,1,
C&S,DR ROLLER ASSLY FOR AH20D/AHA25N-AH30D/AHA30S,DRRLASSY-20D-30D,,,10,
C&S,DR ROLLER ASSLY FOR AH40D-AHA40S,DRRLASSY-40D,,,3,
C&S,DR ROLLER ASSLY,DRRLASSY-6-16,,,50,
,EXHAUST FAN 200MM,200MM,,,18,
CG,3 PHASE INDUCTION MOTOR,5.5KW 7.5HP,,,1,
CG,3 PHASE INDUCTION MOTOR,0.75KW 1HP,0.75KE6,,2,
LHP,INDUCTION MOTOR ,0.75KW 1HP,CDT0090CO49,,4,
LHP,INDUCTION MOTOR ,0.37KW 0.5HP,,,6,
LHP,INDUCTION MOTOR ,0.18KW 0.25HP,,,4,
CG,INDUCTION MOTOR ,0.25KW 0.33HP,0.25KZ6FFLG,,2,
AUMA,3 PHASE INDUCTION MOTOR,1.1KW,,,2,
AUMA,3 PHASE INDUCTION MOTOR,0.55KW,,,2,
AUMA,3 PHASE INDUCTION MOTOR,0.06KW,,,1,
AUMA,3 PHASE INDUCTION MOTOR,2.2KW,,,2,
AUMA,3 PHASE INDUCTION MOTOR,5KW,,,1,
KIRLOSKAR BROTHERS LTD,1 PUMPSET,1.02HP,GMC-112 50X50 3P,,3,
3M,3.3KV UNEARTH 1C 300 SQ MM INDOOR (JOINT KIT),3MHI_X_AA_3.3U_1C0300,IE310390208,,14,
3M,11KV EARTH 3C 120 SQ MM OUTDOOR (JOINT KIT),3MHO_X_AA_011E_3C0120_U41,IE310304969,,2,
3M,11KV EARTH 1C 150 SQ MM INDOOR (JOINT KIT),3MHO_X_AA_011E_1C0150,IE310317821,,10,
