ALMIRA NO.1,,,,,,
3M,11KV UNEARTH 1C 630 SQ MM INDOOR (JOINT KIT),KM09-09637,,,1,
3M,PLASTIC MOULD 1.1KV EARTHED (JOINT KIT),3MKS_XXAA_1.1E_1C03004C0070L58,,,30,
COMPAQURE,3.3KV 1C 300 SQ MM STRAIGHT THROUGH  (JOINT KIT),CHSJ_13,XLPE-AL,,14,
COMPAQURE,33/36KV 1C 300 SQ MM STRAIGHT THROUGH (JOINT KIT),CHSJ_32,XLPE-AL,,10,
3M,1.1KV EARTH 3C 2.5 SQ MM (JOINT KIT),3MKS_CCAA_1.1E_8C01.57C02.5L58,IE310304662,,44,
3M,1.1KV EARTH 3C 1.5 SQ MM (JOINT KIT),3MKS_CCAA_1.1E_8C01.57C02.5L58,IE310304662,,5,
3M,33KV EARTH 1C 150 SQ MM INDOOR (JOINT KIT),3MHI_X_AA_033E_1C0150_U41,IE310319033,,7,
3M,11KV EARTH 1C 150 SQ MM OUTDOOR (JOINT KIT),3MHO_ABUA_011E,IA310104236,,2,
3M,1.1KV EARTH 1C 120 SQ MM STRAIGHT JOINT,3MHS_XXAA_1.1E,IE310368030,,1,
3M,1.1KV EARTH 3C 25 SQ MM STRAIGHT JOINT,3MHS_XXAA_1.1E,IE310367990,,14,
3M,1.1KV EARTH 2C 120 SQ MM STRAIGHT JOINT,3MHS_XXAA_1.1E,IE310368030,,27,
3M,1.1KV EARTH 1C 150 X 4C 35 SQ MM STRAIGHT JOINT,3MKS_XXAA_1.1E_1C01504C0035L58,IE310301510,,19,
3M,1.1KV EARTH 1C 300 X 4C 70 SQ MM STRAIGHT JOINT,3MKS_XXAA_1.1E_1C03004C0070L58,IE310301536,,17,
3M,1.1KV EARTH 10C 1.5 SQ MM STRAIGHT JOINT,3MKS_CCAA_1.1E_24C1.521C2.5L58,IE310302286,,8,
3M,1.1KV EARTH 12C 1.5 SQ MM STRAIGHT JOINT,3MK_CCAA_1.1E_24C1.521C2_5L58,,,15,
3M,3.3KV EARTH 3C 185 SQ MM STRAIGHT JOINT,,IE310307285,,6,
3M,3.3KV UNEARTH 1C 300 X 1C 300 SQ MM STRAIGHT JOINT,3MHS XXAA 3.3U_1C0300X1C300,IE310372909,,13,
3M,1.1KV 4C 300 X 4C 300 SQ MM STRAIGHT JOINT,3MHS_XXAA_1.1E_4C03004C0300N13/240,IE310394135,,1,
3M,33KV 1C 150 SQ MM STRAIGHT JOINT,MHS X 33KVE 1C 150 AAL,IE310319298,,6,
WESTERN CABLEX ENGINEERING PVT LTD,1.1KV 3C 240 SQ MM STRAIGHT JOINT (PVC / XLPE CABLE),WCLVJ-3-178,,,2,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
STORE ROOM NO.2,,,,,,
MAKE,MATERIAL DISCRIPTION,TYPE (RATING),SIZE,LOCATION,TOTAL NO,
PRAGATI ELECTRICALS PVT LTD,CURRENT TRANSFORMER (WINDOW) ,10VA,RATIO 3000/1A,RACK 1/1,1,
PRAGATI ELECTRICALS PVT LTD,CURRENT TRANSFORMER CLASS 5P20,10VA,RATIO 3200/1A,RACK 1/1,4,
PRAGATI ELECTRICALS PVT LTD,CURRENT TRANSFORMER CLASS 1.0,10VA,RATIO 3200/1A,RACK 1/1,5,
C&S,FRP LAMINATED SAFETY SHUTTER ASSEMBLY,AH-20D-25D/30S (AHA) 3P,ASH-2,RACK 1/1,10,
C&S,POSITION INDICATION SWITCH FOR ACB,2000A-4000A,ALBIP-2,RACK 1/2,9,
C&S,CHARGING MOTOR,"110V AC/DC, 220V AC/DC, 250V AC/DC",CS-AMH-1,RACK 1/2,1,
LT,3 POLE CONTACTOR,240V UPTO 415V,MO50,RACK 1/2,4,
GE,UNDER VOLTAGE RELAY,"Vn 220V DC, Vs 176V DC",VAG21ZG8261HCH,RACK 1/2,1,
GE,OVER VOLTAGE RELAY,"Vn 220V DC, Vs 242V DC",VAG11YF8002FCH,RACK 1/2,1,
PRAGATI ELECTRICALS PVT LTD,CURRENT TRANSFORMER (WOUND PRIMARY),10VA,RATIO 25/1A,RACK 1/2,9,
PRAGATI,CONTROL TRANSFORMER,"110/2V, 200VA",T10719-1,RACK 1/2,1,
PRAGATI,VOLTAGE TRANSFORMER,239.6/63.5V,T11827-3,RACK 1/2,1,
EATON,RCCB RESIDUAL CURRENT DEVICE,100A 100MA 4POLE AC TYPE,PFIM-100/4/01,RACK 1/3,10,
EATON,RCCB RESIDUAL CURRENT DEVICE,80A 30MA 4POLE AC TYPE,,RACK 1/3,20,
EATON,RCCB RESIDUAL CURRENT DEVICE,40A 100MA 4POLE 10KA,,RACK 1/3,10,
EATON,RCCB RESIDUAL CURRENT DEVICE,636A 100MA 4POLE 10KA,,RACK 1/3,9,
C&S,SPRING CHARGED INDICATION SWITCH,AH20D-40D/30S-40S (AHA),SCIS-M2,RACK 1/3,15,
DEVCON,PLASTIC STEEL 5 MINUTE PUTTY (SF) RESIN,10240,,RACK 1/3,3,
YSAHIKA,CONTROL TRANSFORMER,"440V-220V, 150VA, 3.9KG",YI130925C074,RACK 1/3,1,
FEDUS,AC ADAPTOR,"12V, 2AMP",FE-12V2AMP,RACK 1/3,1,
C&S,SWITCH DISCONNECTOR FUSE 32A 415V,32A 415V,CSSDF32D3N,RACK 1/4,4,
C&S,AUX ISOLATING CONTACT ASSEMBLY 36 WAY 06-16D,,,RACK 1/4,4,
C&S,CHARGING MOTOR FOR 20D-40D/30S-40S (AHA),"110V AC/DC, 220V AC/DC, 250V AC/DC",CS-AMH-2,RACK 1/4,10,
LT,3POLE CONTACTOR ,110V UPTO 500V,MNX110,RACK 1/4,2,
C&S,SPARE TRIP INDICATION SWITCH FOR BOTH MANUAL AND FAULTR INDICATION IN ACB,20D-25D/25S-30S,CS-TIS-2,RACK 1/5,25,
LHP,INDUCTION MOTOR (0.25BF6355R552),0.18KW 0.25HP,I2T0063B140,RACK 1/5,4,
BENLO,HRC FUSE HOLDER,32A/415V AC 4.75W,FHB-32,RACK 2/1,109,
OSRAM,HALOGEN LAMP,500W 240V,64706 ST 500W 240V R7S,RACK 2/2,384,
HALONIX,HALOGEN LAMP,500W 245V,R7S,RACK 2/2,142,
JYOT,RUBBER INSULATING SEAMLESS GLOVES (WORKING POTENTIAL 17000 VOLTS),385MM,,RACK 2/2,8,
PM CONA,16A SWITCH ( MODULE ),16A,,RACK 2/2,10,
TC,THERMAL OVERLOAD RELAY 200A,125-200A,LR1F200,RACK 2/3,3,
TC,THERMAL OVERLOAD RELAY 105A,65-105A,LR1F105,RACK 2/3,3,
TC,THERMAL OVERLOAD RELAY 160A,100-160A,LR1F160,RACK 2/3,3,
TC,CONTACTOR 225A,225A / K2 / COIL VOLTAGE 110V,LC1FDP225AF5,RACK 2/3,1,
TC,CONTACTOR 500A,500A,LC1FDP500AF7,RACK 2/4,1,
C&S,FUSE HOLDER / NEUTRAL LINK,20A/415V AC 2.7W,CNS20H,RACK 3/1,10,
C&S,FUSE HOLDER / NEUTRAL LINK,20A/415V AC 3W,CNS20HN,RACK 3/1,8,
BENLO,HRC FUSE HOLDER,63A/500V AC 7.75W,FHB-63A,RACK 3/1,100,
BENLO,HRC FUSE HOLDER,20A/415V AC 13W,FHB-20A,RACK 3/1,214,
,CRC 2-26,500ML,,RACK 3/2,23,
C&S,MCCB 250A,250A,CS250NETS250A3P,RACK 3/2,3,
PRATEEK,FLP/WP CONTROL STSTION SERIES OR PUSH BUTTON STATION,10A 415VAC,PB11165/05-25,RACK 3/3,9,
VALQUA,550 RING JOINT GASKET,304L,R-26 OCTAGONAL,RACK 3/3,2,
VALQUA,550 RING JOINT GASKET,SUS 304L,18 OCTAGONAL,RACK 3/3,1,
CG,BRUSH HOLDER ASBG160,"12.5*25, LH, 3CAVITY",378042401,RACK 3/3,8,
CG,CARBON BRUSH,12.5*25-EG8067,684043,RACK 3/3,2,
C&S,SWITCH DISCONNECTOR FUSE 250A 415V,250A,CSSDF250D3,RACK 3/4,2,
C&S,SWITCH DISCONNECTOR FUSE 250A 415V,250A,CSSDF250D3N,RACK 3/4,2,
C&S,SWITCH DISCONNECTOR FUSE 400A 415V,400A,CSSDF400D3N,RACK 3/4,1,
C&S,SWITCH DISCONNECTOR FUSE 160A 415V,160A,CSSDF160D3N,RACK 3/4,2,
ABB,BASIC ELBOW,,K655BLR,RACK 4/1 & 4/2,25,
ABB,METAL ADAPTER,,20MA-L,RACK 4/3,12,
PERMACEL,INSULATION TAPE,6MM*5CM*20M,P708FR,RACK 4/3,3,
PERMACEL,INSULATION TAPE,3MM*2.5CM*20M,P-708,RACK 4/3,3,
C&S,SWITCH DISCONNECTOR FUSE 125A,125A,CSSDF125D3,RACK 4/4,4,
C&S,SWITCH DISCONNECTOR FUSE 250A,250A,CSSDF250D3,RACK 4/4,3,
C&S,SPACE HEATER 60W/240V,60W,,RACK 4/4,2,
C&S,SWITCH DISCONNECTOR FUSE 160A 415V,160A,CSSDF160D3N,RACK 4/4,3,
,O/L RESET PUSH BUTTON CORD,,,RACK 5/2,75,
,DOOR KNOB COMPLETE ASSY,,,RACK 5/2,20,
C&S,FRONT COVER ASSY 6D-16D,FCOVER-6D-16D,,RACK 5/3,10,
ABB,CABLE ADAPTER 600A 15/25KV,600A,,RACK 5/3,14,
ABB,ELASTIC MOULD / ADAPTER METAL TAPE SHIELD ,20MA-J,,RACK 5/3,4,
,ALS 185MM XLPE RING LUG,,,RACK 5/3,3,
SONA,CUS 120MM RING LUG,,,RACK 5/3,2,
,400 MCM STR COMPR LUG,,,RACK 5/3,8,
BHARAT LIMITORQUE,,UEC-3-BASIC,2406AWO,RACK 5/1 & 5/2 & 5/4,10,
,TERMINAL CARD,,,RACK 6/3,15,
LIMITORQUE,POWER SUPPLY CARD FOR UEC-3,,,RACK 6/3,6,
LIMITORQUE,SBC CARD FOR UEC-3,,,RACK 6/3,3,
LIMITORQUE,CONTACTOR ASSY 72A,72A,,RACK 6/4 & 7/1,22,
LIMITORQUE,CONTACTOR ASSY 18A,18A,,RACK 7/2,24,
LIMITORQUE,PUSH BUTTON STATION ASSY,,,RACK 7/3,11,
TC,PILOT LIGHT BLUE,110VAC,,RACK 7/3,129,
TC,PILOT LIGHT GREEN,110VAC,,RACK 7/3,113,
TC,PILOT LIGHT YELLOW,240VAC,,RACK 7/3,75,
TC,PILOT LIGHT ORANGE,240VAC,,RACK 7/3,106,
TC,PILOT LIGHT RED,240VAC,,RACK 7/3,5,
TC,PILOT LIGHT ORANGE,110VAC,,RACK 7/3,2,
TC,OVER LOAD RELAY,30A TO 40A,TA7D4064,RACK 7/4,24,
FAG,BEARING,6213-2Z-L140-C3,,RACK 9/2,9,
SKF,BEARING,6212-2Z,,RACK 9/2,6,
SKF,BEARING,612/C3,,RACK 9/2,5,
SKF,BEARING,6205-2Z/C3,,RACK 9/2,2,
SKF,BEARING,6305-2Z/C3,,RACK 9/2,1,
FAG,BEARING,6305-2Z-L207,,RACK 9/2,1,
FAG,BEARING,6212-C07,,RACK 9/2,1,
FAG,BEARING,6212-2Z-L140,,RACK 9/2,1,
FAG,BEARING,6210-2Z,,RACK 9/2,1,
SKF,BEARING,6209-2Z/C3,,RACK 9/2,11,
FAG,BEARING,6207,,RACK 9/2,10,
SKF,BEARING,6208,,RACK 9/2,5,
SKF,BEARING,6209,,RACK 9/2,5,
FAG,BEARING,6207-2Z-L207,,RACK 9/2,4,
SKF,BEARING,6002-2RS1,,RACK 9/2,5,
SKF,BEARING,6003-2Z,,RACK 9/2,2,
FAG,BEARING,6003-2Z,,RACK 9/2,3,
SKF,BEARING,6201-2Z,,RACK 9/2,7,
NTN,BEARING,6208ZZC3,,RACK 9/2,0,
SKF,BEARING,6203-2Z,,RACK 9/2,1,
FAG,BEARING,6206-2Z-L207,,RACK 9/2,3,
FAG,BEARING,6210-C3,,RACK 9/2,1,
SKF,BEARING,6210-2Z/C3,,RACK 9/2,5,
SKF,BEARING,6205-2Z/C3,,RACK 9/2,6,
SKF,BEARING,6207-2Z/C3,,RACK 9/2,1,
SKF,BEARING,6206-2Z/C3,,RACK 9/2,2,
FAG,BEARING,6004-C-2Z,,RACK 9/2,4,
SKF,BEARING,6003-2RS1,,RACK 9/2,5,
FAG,BEARING,6210-2Z,,RACK 9/2,12,
NBC,BEARING,6206 RSS,,RACK 9/2,11,
FAG,BEARING,6204-C-2Z-C3,,RACK 9/2,9,
FAG,BEARING,6005-2Z-L207,,RACK 9/2,4,
FAG,BEARING,6202-C-2Z,,RACK 9/2,13,
FAG,BEARING,6001-C-2Z,,RACK 9/2,4,
FAG,BEARING,6201-C-2Z,,RACK 9/2,4,
FAG,BEARING,6202-C-2Z-C3,,RACK 9/2,2,
FAG,BEARING,6002-2Z,,RACK 9/2,4,
SKF,BEARING,6211,,RACK 9/2,5,
SKF,BEARING,6215-2Z,,RACK 9/2,1,
FAG,BEARING,6215-2Z-L140,,RACK 9/2,4,
KAY VEE,SYNTHETIC OIL SEAL,20*35*7,,RACK 9/2,4,
SKF,BEARING,6211-2Z/C3,,RACK 9/2,7,
SKF,BEARING,6211-2Z,,RACK 9/2,1,
FAG,BEARING,6211-2Z-L140,,RACK 9/2,4,
FAG,BEARING,6211-Z-C3,,RACK 9/2,5,
FAG,BEARING,6213-C3,,RACK 9/2,4,
SKF,BEARING,6001-2RS1,,RACK 9/2,3,
SUNNY,SYNTHETIC OIL SEAL,25*40*7,,RACK 9/2,2,
SKF,RADIAL SHAFT SEAL,17*30*7,,RACK 9/2,14,
SKF,RADIAL SHAFT SEAL,20*35*7,,RACK 9/2,10,
NTN,BEARING,3306S,,RACK 9/2,1,
SKF,BEARING,NU310ECJ,,RACK 9/2,1,
ZKL,BEARING,7310B,,RACK 9/2,1,
NSK,BEARING,6224C3,,RACK 9/2,1,
FAG,BEARING,6220,,RACK 9/2,1,
NBC,BEARING,6220C3,,RACK 9/2,1,
NTN,BEARING,6220C3,,RACK 9/2,3,
SKF,BEARING,6220/C3,,RACK 9/2,1,
SKF,BEARING,6218/C3,,RACK 9/2,1,
FAG,BEARING,6218-C3,,RACK 9/2,3,
SKF,BEARING,6224/C3,,RACK 9/2,2,
FAG,BEARING,6005 2Z-C07-C3,,RACK 9/2,1,
FAG,BEARING,6005-H-2Z  C3,,RACK 9/2,1,
OVEL,BEARING,N310,,RACK 9/2,1,
FAG,BEARING,6208-2Z-CO7,,RACK 9/2,1,
HMT,BEARING,6208 2RS,,RACK 9/2,10,
NTN,BEARING,6315 C3,,RACK 9/3,10,
FAG,BEARING,6313-2Z-L140-C3,,RACK 9/3,2,
FAG,BEARING,6313-C3,,RACK 9/3,2,
NBC,BEARING,6313,,RACK 9/3,4,
FAG,BEARING,6312-H-SN-C3,,RACK 9/3,1,
SKF,BEARING,6312-2Z,,RACK 9/3,1,
SKF,BEARING,6313-2Z/C3,,RACK 9/3,6,
FAG,BEARING,6312-2Z-L140,,RACK 9/3,1,
FAG,BEARING,6312-2Z-L140-C3,,RACK 9/3,1,
SKF,BEARING,6302-2Z,,RACK 9/3,2,
SKF,BEARING,6311-2Z/C3,,RACK 9/3,4,
NTN,BEARING,6318,,RACK 9/3,1,
NBC,BEARING,6318,,RACK 9/3,2,
SKF,BEARING,6310,,RACK 9/3,3,
FAG,BEARING,6310-2Z,,RACK 9/3,10,
SKF,BEARING,6310-2Z/C3,,RACK 9/3,4,
SKF,BEARING,6309,,RACK 9/3,5,
NBC,BEARING,6308ZZ,,RACK 9/3,14,
NBC,BEARING,6308,,RACK 9/3,1,
FAG,BEARING,6306-2Z,,RACK 9/3,1,
SKF,BEARING,6306-2Z,,RACK 9/3,1,
NBC,BEARING,6306,,RACK 9/3,12,
FAG,BEARING,6319-M-C3,,RACK 9/3,9,
NTN,BEARING,6319,,RACK 9/3,1,
SKF,BEARING,6314,,RACK 9/3,1,
FAG,BEARING,6314-H-SN-C3,,RACK 9/3,1,
FAG,BEARING,6316-C3,,RACK 9/3,1,
FAG,BEARING,6316,,RACK 9/3,1,
NTN,BEARING,6316C3,,RACK 9/3,4,
NTN,BEARING,7322B,,RACK 9/4,4,
TIMKEN,BEARING,6322-C3,,RACK 9/4,7,
NTN,BEARING (SET OF 2),NU313EG1,,RACK 9/4,1,
NSK,BEARING,6319C3,,RACK 9/4,1,
SKF,BEARING,6319/AEM3/C3,,RACK 9/4,2,
FAG,BEARING,6317-C3,,RACK 9/4,1,
SKF,BEARING,6317/C3,,RACK 9/4,1,
NTN,BEARING,6317C3,,RACK 9/4,3,
GE,AUX RELAY MVAPM,110VAC,MVAPM32D1AA2001A,RACK 14/1,2,
SIEMENS,SWITCH DISCONNECTOR FUSE,"20A, 690V, AC-23A",3KL8111-5TA10,RACK 14/1,4,
SIEMENS,SWITCH DISCONNECTOR FUSE,"20A, 690V, AC-23A",3KL8111-5TA10,RACK 14/2,3,
C&S,MCCB,400A 3P,CS400NETS400A3P,RACK 14/2,2,
SIEMENS,SWITCH DISCONNECTOR FUSE,"63A, 690V, AC-23A",3KL8151-5TA10,RACK 14/3,4,
SIEMENS,SWITCH DISCONNECTOR FUSE,"20A, 690V, AC-23A",3KL8111-5TA10,RACK 14/4,4,
SIEMENS,SWITCH DISCONNECTOR FUSE,"20A, 690V, AC-23A",3KL8111-5TA10,RACK 14/5,4,
TC,CONTACTOR,"150A, 220V",LC1FDP150AMD,RACK 12/1,6,
TC,CONTACTOR,"200A, 110V",LC1FDP200AF5,RACK 12/1,2,
TC,CONTACTOR,225A / K2 / COIL VOLTAGE 110V,LC1FDP225AF5,RACK 12/1,1,
TC,CONTACTOR,"115A, 110V",LC1FDP115AF5,RACK 12/1,1,
C&S,AUX ISOLATING CONTACT ASSEMBLY,AIH-BC,,RACK 12/2,4,
LEDGEAR,RCCB/RCD,"32A, 2P, 30mA",,RACK 12/2,25,
LEDGEAR,RCCB/RCD,"40A, 2P, 30mA",,RACK 12/2,25,
LEDGEAR,FP RCCB/ELCB,"32A, 4P, 30mA",,RACK 12/2,25,
LEDGEAR,FP RCCB/ELCB,"40A, 4P, 30mA",,RACK 12/2,10,
LEDGEAR,RCCB/RCD,"25A, 2P, 30mA",,RACK 12/2,14,
LEDGEAR,RCCB/RCD,"6A, 2P, 30mA",,RACK 12/2,24,
SECURE,MULTIFUNCTION TRANSDUCER PT3,PT3643-15F,,RACK 12/3,10,
SECURE,REACTIVE POWER TRANSDUCER PT3,PT3623-157,,RACK 12/3,5,
SECURE,DC ISOLATOR PT1,PT1612-152,,RACK 12/3,3,
TC,F-RANGE COIL,220V,LX4FF220V,RACK 12/3,5,
DOWSIL,RTV SILICONE SEALANT,,,RACK 12/4,30,
C&S,SWITCH DISCONNECTOR FUSE,630A,CSSDF630B3,RACK 12/4,1,
SIEMENS,SWITCH DISCONNECTOR FUSE,"125A, 690V, AC-23A",3KL8221-5TA10,RACK 12/4,1,
PERMACEL,"CELL INSULATOR, RUBBER PAD",10Mtr,KPH92P,RACK 12/5,1,
PERMACEL,INSUL MAT TAPE,5CM*20M,P-229,RACK 12/5,6,
PERMACEL,INSUL MAT TAPE,25MM*10M,P-240,RACK 12/5,4,
PERMACEL,INSUL MAT TAPE,5CM*10M,P240,RACK 12/5,7,
PERMACEL,INSUL MAT TAPE,2.5CM*15M,P571FR,RACK 12/5,2,
,"INSUL MAT, COLOUR TAPE, POLYESTER",,P-256,RACK 12/5,5,
LIMITORQUE,POWER SUPPLY CARD FOR UEC-3,,,RACK 12/5,14,
LIMITORQUE,SBC CARD FOR UEC-3,,,RACK 12/5,7,
SHIVA,AC SUPPLIED ELECTRONIC BALLAST,56W,HF 228P WARM START,RACK 11/1,340,
C&S,"SFU 63A, TPN",63A,CSSDF63D3N,RACK 11/2,1,
TAPARIA 826,SCREW DRIVER,250MM*7MM,,RACK 11/2,4,
SIEMENS,AIR BREAK (POWER) CONTACTOR,"110A, 230V",3TF50 02-0AP0,RACK 11/2,1,
LEDGEAR,RCCB,"10A, 2P, 30mA",,RACK 11/2,25,
LEDGEAR,RCBO,"16A, 2P, 30mA",,RACK 11/2,25,
LEDGEAR,RCBO,"63A, 2P, 30mA",,RACK 11/2,25,
JIGO,RED LED INDICATOR,"AC 220V, 110V,48V,24V,12V AC/DC",AD22-22DS,RACK 11/3,1365,
JIGO,GREEN LED INDICATOR,"AC 220V, 110V,48V,24V,12V AC/DC",AD22-22DS,RACK 11/4,740,
JIGO,YELLOW LED INDICATOR,"AC 220V, 110V,48V,24V,12V AC/DC",AD22-22DS,RACK 11/4,438,
C&S,PLASTIC FRONT COVER (GRAY) D TYPE,FCOVER-25D,,RACK 11/2 & 11/5,9,
SIEMENS,FUSE PULLER FOR LVHRC FUSES,3NX1010,,RACK 10/2,34,
,FUSE PULLER FOR LVHRC FUSES,3NX1011,,RACK 10/2,5,
SIEMENS,GLAND PLATE FOR 3K SZ1/2,3KX8235-4GC,,RACK 10/2,6,
C&S,FUSE HOLDER,"32A, 415V",CHO32R,RACK 10/3,224,
ESSEN,LIMIIT SWITCH,"10A, 600VAC",LS-J105BM29,RACK 10/3,30,
,RGU CHANGE GEARS,S-RGV.082,M9481056582,RACK 10/4,4,
,FOUR TRAIN,480,M9481056029,RACK 10/4,2,
,RGU CHANGE GEARS VERIABLE,S-RGV.098,M9481056597,RACK 10/4,3,
,RGU CHANGE GEAR SA6,S-RGC.015,M9481992195,RACK 10/4,1,
,R-I CONVERTER RWG 2002,K215.546,M9481056179,RACK 10/4,4,
,DECLUTCH TRIPPING ARM SA6,Z220.047,M9481059115,RACK 10/4,3,
,RGU CHANGE GEAR SA6,S-RGC.012,M9481009592,RACK 10/4,1,
,TORQUE SWITCH DRIVE ASSEM,S-TSD.014,M94814160338,RACK 10/4,6,
,TORQUE SWITCH DRIVE ASSEM,S-TSD.013,M9481059515,RACK 10/4,2,
,CIRCLIP KIT FOR SA12-SA15,K200.374,M9481059107,RACK 10/4,2,
,LIMIT SWITCH DRIVE ASSEMB,S-LSD.001,,RACK 10/4,2,
,TORQUE SWITCH DRIVE ASSEM,S-TSD.017,M948105957,RACK 10/4,4,
,TORQUE SWITCH DRIVE ASSEM,S-TSD.018,M9481059689,RACK 10/4,5,
,TORQUE SWITCH DRIVE ASSEM,S-TSD.019,M9481059149,RACK 10/4,2,
,TORQUE SWITCH DRIVE ASSEM,S-TSD.020,M9481059530,RACK 10/4,3,
,RETAINER RING SA25 DIA2,Z220.920,M9481056362,RACK 10/4,23,
,LIIMIT SWITCH DRIVE ASSEMB,S-LSD.003,M9481056138,RACK 10/4,3,
,LIIMIT SWITCH DRIVE ASSEMB,S-LSD.002,M9481050209,RACK 10/4,5,
,WHEEL SA6 Z=33 DIA 62.06X,Z205.746,M9481059127,RACK 10/4,4,
,LIMIT SWITCH DRIVE ASSEMB,S-LSD.015,M9481056598,RACK 10/4,3,
,TORQUE SWITCH DRIVE ASSEM,S-TSD.016,M9481050213,RACK 10/4,2,
,CLUTCH RING SA6 Z=29,Z205.024,M9481416124,RACK 10/4,6,
,CLUTCH KIT FOR SA25-SA60,K200.375,M9481000424,RACK 10/4,10,
,CLUTCH RING SA12 Z=39,Z205.022,M9481416125,RACK 10/4,3,
,SUB ASSLY SHAFT AND PINION WSD DIA,Z220.451,M9481416151,RACK 10/4,47,
,LIMIT SWITCH SA6,,M9481056613,RACK 10/4,20,
,DECLUTCH TRIPPING ARM SA6 DIA (47*25*6),Z220.047,M9481050215,RACK 10/4,47,
,CLUTCH RING SA12 Z=39,Z205.022,M9481056371,RACK 10/4,2,
SIEMENS,SWITCH DISCONNECTOR FUSE,"63A, 690V, AC-23A",3KL8151-5TA10,RACK 13/1,5,
SCHNEIDER,ANGLED PANEL MOUNTED SOCKETS,16A,PKF16F723,RACK 13/2,9,
SCHNEIDER,2P ANGLED PANEL WITH 8MTR 2.5MM 3CORE CABLE,16A,PKF16F723,RACK 13/2,9,
ACCORD,DC VOLTAGE TRANSDUCER,"300VDC, 4-20mA",DVT-08,RACK 13/3,10,
ACCORD,AC VOLTAGE TRANSDUCER,"110VAC, 4-20mA",VT-08,RACK 13/3,8,
ACCORD,AC VOLTAGE TRANSDUCER,"132VAC, 4-20mA",VT-08,RACK 13/3,7,
ACCORD,AC FREQUENCY TRANSDUCER,"220VAC 45-55HZ, 4-20mA",FT-08,RACK 13/3,4,
ACCORD,AC FREQUENCY TRANSDUCER,"110VAC 45-55HZ, 4-20mA",FT-08,RACK 13/3,4,
ACCORD,AC CURRENT TRANSDUCER,"5A, 4-20mA",AT-08,RACK 13/3,5,
ULTIMEG,ANTI-TRACKING VARNISH RED,400ML,2000/372 CLASS H,RACK 13/3,10,
,INSUL MAT TAPE,2.5CM*25M,P-214,RACK 13/3,3,
,INSUL MAT TAPE,25MM*25M,P-298,RACK 13/3,4,
RISH CON,ISOLATING AMPLIFIER TRANSDUCER,"300V, 4-20mA",SI-102,RACK 13/3,2,
,INSUL MAT HT FR SLEEVE,16MM,P985,RACK 13/4,5MTR,
,INSULATION SLEEVE,"10MM, 8KV",,RACK 13/4,5MTR,
,INSULATION SLEEVE,"25MM, 8KV",,RACK 13/4,5MTR,
,INSULATION SLEEVE,"8MM, 8KV",,RACK 13/4,5MTR,
,INSULATION SLEEVE,"6MM, 8KV",,RACK 13/4,5MTR,
,INSUL MAT HT FR SLEEVE,4MM,,RACK 13/4,5MTR,
,HV INSULTAPE,2.5CM*25M,P-303,RACK 13/4,5,
,SELFADHESIVE TAPE,2.5CM*25M,P-291,RACK 13/4,3,
SALZER,9A MINI REVERSING CONTACTOR,110VAC,MC 009,RACK 13/4,10,
TC,MOUNTING KIT,,LA7D3264,RACK 13/4,4,
TC,MOUNTING KIT,,TA7D0964,RACK 13/4,10,
TC,MOUNTING KIT,,LA7D0964,RACK 13/4,14,
ORIENT,EXHAUST ACCESSORIES,380MM,,RACK 13/5,4,
HEX,BRASS CABLE GLAND,35MM,"HDC-1.3/8""",RACK 8/2,12,
HEX,BRASS CABLE GLAND,45MM,"HDC-1.3/4""",RACK 8/2,16,
HEX,BRASS CABLE GLAND,63MM,"HDC-2.1/2""",RACK 8/2,9,
HEX,BRASS CABLE GLAND,28MM,"HDC-1.1/8""",RACK 8/2,15,
HEX,BRASS CABLE GLAND,57MM,"HDC-2.1/4""",RACK 8/2,9,
HEX,BRASS CABLE GLAND,50MM,"HDC-2""",RACK 8/2,16,
HEX,BRASS CABLE GLAND,19MM,"HDC-3/4""",RACK 8/2,30,
HEX,BRASS CABLE GLAND,22MM,"HDC-7/8""",RACK 8/2,10,
DOWELLS,DOUBLE COMPRESSION GLAND ,DBW-06,,RACK 8/2,7,
SWAL,GLAND,16MM,"5/8""",RACK 8/2,2,
SWAL,GLAND,25MM,"1""",RACK 8/2,25,
C&S,GLAND,CBW07,,RACK 8/2,2,
C&S,GLAND,CBW08,,RACK 8/2,2,
DOWELLS,GLAND,32MM,"1.1/4""",RACK 8/2,13,
HMI,GLAND,38MM,"1.1/2""",RACK 8/2,14,
,MOTOR TERMINAL PLATE (TP),,X1980762,RACK 8/2,8,
TAMCO,MOTOR TERMINAL PLATE (TP),,T1-7051,RACK 8/2,16,
,INSULATION TAPE,,,RACK 8/2,2,
,FIBERGLASS INSULATION TAPE,,,RACK 8/2,6,
,GREASE CAP,,,RACK 8/2,6,
RETCOCAB,25 SQ MM 1 CORE WIRE YELLOW,25 SQMM,Y-FRLSH,RACK 8/4 ,100MTR,
RETCOCAB,16 SQ MM 1 CORE WIRE YELLOW,16SQMM,Y-FRLSH,RACK 8/4 ,200MTR,
RETCOCAB,16 SQ MM 1 CORE WIRE RED,16SQMM,Y-FRLSH,RACK 8/4 ,190MTR,
